id,name,url,year,mkb,mkb_codes,size_bytes
829,Расстройства вегетативной нервной системы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Расстройства вегетативной нервной системы.pdf,2025,,[],348471
830,Расстройства поведения у детей и подростков,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Расстройства поведения у детей и подростков.pdf,2025,,[],191199
831,"Расстройства психические и поведенческие, вызванные употреблением новых психоактивных веществ","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Расстройства психические и поведенческие, вызванные употреблением новых психоактивных веществ.pdf",2025,,[],303771
832,Расстройства психологической адаптации в детском возрасте,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Расстройства психологической адаптации в детском возрасте.pdf,2025,,[],275215
833,Расстройство вегетативной нервной системы у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Расстройство вегетативной нервной системы у детей.pdf,2025,,[],516155
834,Рахит,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Рахит.pdf,2025,,[],510891
835,Реабилитация II Б,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Реабилитация II Б.pdf,2025,,[],503528
836,Реактивные артриты (M02.8),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Реактивные артриты (M02.8).pdf,2025,,[],348326
840,Ревизионное эндопротезирование коленного сустава,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ревизионное эндопротезирование коленного сустава.pdf,2025,,[],456508
841,Ревизионное эндопротезирование коленного сустава с применением костной пластики аллографтом,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ревизионное эндопротезирование коленного сустава с применением костной пластики аллографтом.pdf,2025,,[],570389
842,Ревизионное эндопротезирование тазобедренного сустава,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ревизионное эндопротезирование тазобедренного сустава.pdf,2025,,[],371089
843,Ревизионное эндопротезирование тазобедренного сустава с применением костной пластики аллографтом,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ревизионное эндопротезирование тазобедренного сустава с применением костной пластики аллографтом.pdf,2025,,[],658628
844,Ревматоидный артрит,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ревматоидный артрит.pdf,2025,,[],395559
845,Регионарный катетерный (селективный) тромболизис,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Регионарный катетерный (селективный) тромболизис.pdf,2025,,[],387581
846,Редкие опухоли (рак щитовидной железы) у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Редкие опухоли (рак щитовидной железы) у детей.pdf,2025,,[],865832
847,Резидуальные психотические расстройства,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Резидуальные психотические расстройства.pdf,2025,,[],225234
848,Реконструктивные краниофациальные операции с применением резорбируемых пластин у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Реконструктивные краниофациальные операции с применением резорбируемых пластин у детей.pdf,2025,,[],756011
849,Ректовагинальный свищ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ректовагинальный свищ.pdf,2025,,[],780927
850,Реноваскулярная гипертензия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Реноваскулярная гипертензия.pdf,2025,,[],308193
851,Респираторный дистресс-синдром (неонатология),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Респираторный дистресс-синдром (неонатология).pdf,2025,,[],476282
852,Ретенированные и импактные зубы у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ретенированные и импактные зубы у детей.pdf,2025,,[],475534
853,Ретинобластома,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Ретинобластома.pdf,2025,,[],910425
854,Рецидив острого лимфобластного лейкоза у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Рецидив острого лимфобластного лейкоза у детей.pdf,2025,,[],1021925
855,Рецидивирующая и устойчивая гематурия у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Рецидивирующая и устойчивая гематурия у детей.pdf,2025,,[],224400
856,Родовая травма (кефалогематома у новорожденных),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Родовая травма (кефалогематома у новорожденных).pdf,2025,,[],385556
857,"Роды и родоразрешение, осложнившиеся патологическим состоянием пуповины","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Роды и родоразрешение, осложнившиеся патологическим состоянием пуповины.pdf",2025,,[],563453
858,Роды крупным плодом (макросомия),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Роды крупным плодом (макросомия).pdf,2025,,[],297675
859,Роды через влагалище после предыдущего кесарева сечения,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Роды через влагалище после предыдущего кесарева сечения.pdf,2025,,[],424099
861,Рожа у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Рожа у детей.pdf,2025,,[],291036
862,Рубцы и помутнения роговицы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Рубцы и помутнения роговицы.pdf,2025,,[],549377
863,Саркома Юинга,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Саркома Юинга.pdf,2025,,[],1052346
864,Саркома мягких тканей у детей (рабдомиосаркома и нерабдомиосаркома),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Саркома мягких тканей у детей (рабдомиосаркома и нерабдомиосаркома).pdf,2025,,[],2317188
865,Саркомы мягких тканей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Саркомы мягких тканей.pdf,2025,,[],725946
866,Сахарный диабет 1 типа у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сахарный диабет 1 типа у взрослых.pdf,2025,,[],1054310
867,Сахарный диабет 1 типа у детей и подростков,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сахарный диабет 1 типа у детей и подростков.pdf,2025,,[],490669
868,Сахарный диабет 2 типа,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сахарный диабет 2 типа.pdf,2025,,[],692025
869,Сахарный диабет 2 типа у детей и подростков,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сахарный диабет 2 типа у детей и подростков.pdf,2025,,[],737456
870,"Сахарный диабет при беременности, в родах и послеродовом периоде","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сахарный диабет при беременности, в родах и послеродовом периоде.pdf",2025,,[],1019552
871,Свищ слюнной железы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Свищ слюнной железы.pdf,2025,,[],146270
872,Свищи прямой кишки,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Свищи прямой кишки.pdf,2025,,[],345650
873,Сенильный психоз,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сенильный психоз.pdf,2025,,[],218574
874,Сепсис,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сепсис.pdf,2025,,[],1120544
875,Сердечно-легочная реанимация у беременных,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сердечно-легочная реанимация у беременных.pdf,2025,,[],1694370
876,Сибирская язва,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сибирская язва.pdf,2025,,[],945504
877,Синдром Гийена-Барре,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром Гийена-Барре.pdf,2025,,[],719981
878,Синдром Жильбера,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром Жильбера.pdf,2025,,[],610357
879,Синдром Мелькерссона - Розенталя,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром Мелькерссона - Розенталя.pdf,2025,,[],266043
880,Синдром Рейно,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром Рейно.pdf,2025,,[],449366
881,Синдром Ретта,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром Ретта.pdf,2025,,[],306368
882,Синдром активации макрофагов,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром активации макрофагов.pdf,2025,,[],957133
883,Синдром грудного выхода,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром грудного выхода.pdf,2025,,[],301070
884,Синдром диабетической стопы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром диабетической стопы.pdf,2025,,[],859692
885,Синдром предменструального расстройства,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром предменструального расстройства.pdf,2025,,[],612107
886,Синдром преждевременного возбуждения желудочков,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром преждевременного возбуждения желудочков.pdf,2025,,[],614248
887,Синдром раздраженного кишечника у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром раздраженного кишечника у детей.pdf,2025,,[],275937
888,Синдром хронической абдоминальной ишемии,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синдром хронической абдоминальной ишемии.pdf,2025,,[],456012
889,Синкопе,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синкопе.pdf,2025,,[],1303378
890,"Синусит (одонтогенный, перфоративный)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Синусит (одонтогенный, перфоративный).pdf",2025,,[],321668
891,Системная красная волчанка (педиатрия),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Системная красная волчанка (педиатрия).pdf,2025,,[],1410350
892,Системная радионуклидная терапия костных метастазов радиофармацевтическим препаратом самарием-153,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Системная радионуклидная терапия костных метастазов радиофармацевтическим препаратом самарием-153.pdf,2025,,[],357489
893,Системная склеродермия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Системная склеродермия.pdf,2025,,[],424429
894,Системные васкулиты,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Системные васкулиты.pdf,2025,,[],577734
895,Скарлатина,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Скарлатина.pdf,2025,,[],581523
896,Скелетно-мышечной (неспецифической) боли в нижней части спины,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Скелетно-мышечной (неспецифической) боли в нижней части спины.pdf,2025,,[],492337
897,Сколиозы у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сколиозы у детей.pdf,2025,,[],868581
898,Слизисто-кожный лимфонодулярный синдром Кавасаки у детей 2,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Слизисто-кожный лимфонодулярный синдром Кавасаки у детей 2.pdf,2025,,[],958002
899,Слюнокаменная болезнь (сиалолитиаз),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Слюнокаменная болезнь (сиалолитиаз).pdf,2025,,[],148895
900,Соматотропная недостаточность у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Соматотропная недостаточность у детей.pdf,2025,,[],950315
901,Состояние после COVID-19 (постковидный синдром) у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Состояние после COVID-19 (постковидный синдром) у взрослых.pdf,2025,,[],1881766
902,Сосудистая деменция (включается атеросклеротическая деменция),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сосудистая деменция (включается атеросклеротическая деменция).pdf,2025,,[],188020
903,Сочетанная ВИЧ или ТБ инфекция,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сочетанная ВИЧ или ТБ инфекция.pdf,2025,,[],1307901
904,Сочетанная травма у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сочетанная травма у детей.pdf,2025,,[],1108710
905,Сочетанное поражение коронарных артерий и врожденные пороки сердца,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сочетанное поражение коронарных артерий и врожденные пороки сердца.pdf,2025,,[],461239
906,Сочетанное поражение коронарных артерий и клапанного аппарата сердца,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сочетанное поражение коронарных артерий и клапанного аппарата сердца.pdf,2025,,[],462204
907,Специфические поражения суставов (педиатрия),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Специфические поражения суставов (педиатрия).pdf,2025,,[],156455
908,Спинальные мышечные атрофии у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Спинальные мышечные атрофии у детей.pdf,2025,,[],867953
909,Спонтанный пневмоторакс,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Спонтанный пневмоторакс.pdf,2025,,[],593008
910,Стандартное офтальмопротезирование,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стандартное офтальмопротезирование.pdf,2025,,[],255011
911,Стеноз аортального клапана,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стеноз аортального клапана.pdf,2025,,[],797896
912,Стеноз гортани,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стеноз гортани.pdf,2025,,[],371625
913,Стеноз гортани у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стеноз гортани у детей.pdf,2025,,[],894334
914,Стеноз митрального клапана,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стеноз митрального клапана.pdf,2025,,[],1599825
915,Стеноз трахеи,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стеноз трахеи.pdf,2025,,[],445938
916,Стеноз трикуспидального клапана,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стеноз трикуспидального клапана.pdf,2025,,[],569980
917,Стентирование открытого артериального протока при дуктус–зависимых врожденных пороках сердца,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стентирование открытого артериального протока при дуктус–зависимых врожденных пороках сердца.pdf,2025,,[],514976
918,Стереотаксическая радиохирургия с применением гамма-ножа,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стереотаксическая радиохирургия с применением гамма-ножа.pdf,2025,,[],573744
919,Стереотаксическое лучевое лечение интракраниальных опухолей (первичных и вторичных) и сосудистых мальформаций головного мозга,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стереотаксическое лучевое лечение интракраниальных опухолей (первичных и вторичных) и сосудистых мальформаций головного мозга.pdf,2025,,[],208186
920,Стереотаксическое лучевое лечение экстракраниальных опухолей (первичных и вторичных) на аппарате SGS I,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стереотаксическое лучевое лечение экстракраниальных опухолей (первичных и вторичных) на аппарате SGS I.pdf,2025,,[],206515
921,Стимуляция блуждающего нерва при фармакорезистентной эпилепсии,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стимуляция блуждающего нерва при фармакорезистентной эпилепсии.pdf,2025,,[],300402
922,Стойкое фетальное кровообращение  Персистирующая легочная гипертензия у новорожденного,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стойкое фетальное кровообращение  Персистирующая легочная гипертензия у новорожденного.pdf,2025,,[],538403
923,Столбняк,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Столбняк.pdf,2025,,[],763518
924,Стрессовое недеражание мочи,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стрессовое недеражание мочи.pdf,2025,,[],737326
925,Стриктуры уретры,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Стриктуры уретры.pdf,2025,,[],526555
926,Субарахноидальное кровоизлияние,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Субарахноидальное кровоизлияние.pdf,2025,,[],473393
927,Суррогатное материнство,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Суррогатное материнство.pdf,2025,,[],398972
928,Сцинтиграфия (ОФЭКТ) головного мозга с Эксеметазимом,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сцинтиграфия (ОФЭКТ) головного мозга с Эксеметазимом.pdf,2025,,[],122173
929,Сцинтиграфия динамическая почек,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сцинтиграфия динамическая почек.pdf,2025,,[],342757
930,Сцинтиграфия легких с макроагрегатами альбумина человеческой сыворотки (МАА) меченные с 99mTc,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сцинтиграфия легких с макроагрегатами альбумина человеческой сыворотки (МАА) меченные с 99mTc.pdf,2025,,[],119972
931,Сцинтиграфия миокарда,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сцинтиграфия миокарда.pdf,2025,,[],160977
932,Сцинтиграфия статическая печени с Технеция [99mTс] фитатом,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сцинтиграфия статическая печени с Технеция [99mTс] фитатом.pdf,2025,,[],171041
933,Сцинтиграфия статическая скелета,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сцинтиграфия статическая скелета.pdf,2025,,[],342757
934,Сцинтиграфия щитовидной железы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Сцинтиграфия щитовидной железы.pdf,2025,,[],179654
935,Т-клеточные лимфомы у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Т-клеточные лимфомы у взрослых.pdf,2025,,[],2757555
936,Тазовые перитонеальные спайки,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тазовые перитонеальные спайки.pdf,2025,,[],200736
937,"Термические и химические ожоги, ограниченные областью глаза и его придаточного аппарата","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Термические и химические ожоги, ограниченные областью глаза и его придаточного аппарата.pdf",2025,,[],374873
938,Тетрада Фалло у детей 1,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тетрада Фалло у детей 1.pdf,2025,,[],505529
939,Тетрада Фалло у детей 2,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тетрада Фалло у детей 2.pdf,2025,,[],89255
940,Тики,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тики.pdf,2025,,[],278474
941,Тиреотоксикоз у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тиреотоксикоз у взрослых.pdf,2025,,[],591562
942,Тиреотоксикоз у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тиреотоксикоз у детей.pdf,2025,,[],484330
943,Токсикодермия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсикодермия.pdf,2025,,[],401583
944,Токсикоз у беременных,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсикоз у беременных.pdf,2025,,[],197564
945,Токсическая энцефалопатия у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсическая энцефалопатия у детей.pdf,2025,,[],188340
946,Токсическое действие алкоголя (взрослые и дети),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсическое действие алкоголя (взрослые и дети).pdf,2025,,[],520036
947,"Токсическое действие веществ, преимущественно немедицинского значения (взрослые и дети)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсическое действие веществ, преимущественно немедицинского значения (взрослые и дети).pdf",2025,,[],590689
948,"Токсическое действие газов, дымов и паров (взрослые и дети)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсическое действие газов, дымов и паров (взрослые и дети).pdf",2025,,[],550154
949,Токсическое действие разъедающих веществ (взрослые и дети),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсическое действие разъедающих веществ (взрослые и дети).pdf,2025,,[],552826
950,Токсоплазмоз,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Токсоплазмоз.pdf,2025,,[],801752
951,Торакопластика,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Торакопластика.pdf,2025,,[],623260
952,Тотальный аномальный дренаж у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тотальный аномальный дренаж у детей.pdf,2025,,[],733718
953,Травма глаз и глазницы. Ушиб глазного яблока и тканей глазницы III-IV степени,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Травма глаз и глазницы. Ушиб глазного яблока и тканей глазницы III-IV степени.pdf,2025,,[],368602
954,Травма кровеносных сосудов,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Травма кровеносных сосудов.pdf,2025,,[],431960
955,Травма мышцы и сухожилия на уровне запястья и кисти,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Травма мышцы и сухожилия на уровне запястья и кисти.pdf,2025,,[],333888
956,Травма прямой кишки,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Травма прямой кишки.pdf,2025,,[],336436
957,Травматические вывихи у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Травматические вывихи у детей.pdf,2025,,[],696663
958,Травматический шок,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Травматический шок.pdf,2025,,[],486488
959,Травмы периферических нервов,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Травмы периферических нервов.pdf,2025,,[],479214
960,Транзиторная ишемическая атака,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Транзиторная ишемическая атака.pdf,2025,,[],1327038
961,Трансанальная доплер-контролируемая дезартеризация геморроидальных узлов с мукопексией,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансанальная доплер-контролируемая дезартеризация геморроидальных узлов с мукопексией.pdf,2025,,[],372970
962,Транскоронарная септальная спиртовая абляция при обструктивной гипертрофической кардиомиопатии,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Транскоронарная септальная спиртовая абляция при обструктивной гипертрофической кардиомиопатии.pdf,2025,,[],305391
963,Транспедикулярная пластика позвоничника (пластика тела позвонка),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Транспедикулярная пластика позвоничника (пластика тела позвонка).pdf,2025,,[],306465
964,Транспедикулярная фиксация позвоночника (Чрескожная транспедикулярная фиксация),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Транспедикулярная фиксация позвоночника (Чрескожная транспедикулярная фиксация).pdf,2025,,[],478167
965,Трансплантация аутологичных стволовых клеток. Приложение 1 к клиническому протоколу диагностики и лечения по профилю Трансплантология,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация аутологичных стволовых клеток. Приложение 1 к клиническому протоколу диагностики и лечения по профилю Трансплантология.pdf,2025,,[],457601
966,Трансплантация легких,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация легких.pdf,2025,,[],627176
967,Трансплантация медиаторов фетальных клеток,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация медиаторов фетальных клеток.pdf,2025,,[],215988
968,Трансплантация печени,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация печени.pdf,2025,,[],358712
969,Трансплантация печени у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация печени у детей.pdf,2025,,[],332735
970,Трансплантация почки,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация почки.pdf,2025,,[],709889
971,Трансплантация почки у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация почки у детей.pdf,2025,,[],297184
972,Трансплантация сердечно-легочного комплекса,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация сердечно-легочного комплекса.pdf,2025,,[],481952
973,Трансплантация сердца,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация сердца.pdf,2025,,[],524327
974,Трансплантация фетальных стволовых клеток,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Трансплантация фетальных стволовых клеток.pdf,2025,,[],368945
975,Тревожные расстройства,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Тревожные расстройства.pdf,2025,,[],303840
976,"Третий этап (поздний) медицинской реабилитации. Внебольничная пневмония, в том числе COVID-19 пневмония (взрослые)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Третий этап (поздний) медицинской реабилитации. Внебольничная пневмония, в том числе COVID-19 пневмония (взрослые).pdf",2025,,[],467237
977,Третий этап (поздний) медицинской реабилитации. Профиль Акушерство и гинекология (женщины репродуктивного возраста),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Третий этап (поздний) медицинской реабилитации. Профиль Акушерство и гинекология (женщины репродуктивного возраста).pdf,2025,,[],223654
