id,name,url,year,mkb,mkb_codes,size_bytes
651,Паллиативная помощь больным туберкулезом,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Паллиативная помощь больным туберкулезом.pdf,2025,,[],330629
652,Панникулиты,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Панникулиты.pdf,2025,,[],743157
653,"Паратонзиллярный абсцесс (паратонзиллит, флегмонозная ангина)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Паратонзиллярный абсцесс (паратонзиллит, флегмонозная ангина).pdf",2025,,[],436541
654,Парентеральное питание новорожденных,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Парентеральное питание новорожденных.pdf,2025,,[],972242
655,Пародонтит,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пародонтит.pdf,2025,,[],440238
656,Пародонтит у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пародонтит у детей.pdf,2025,,[],484056
657,Пароксизмальная ночная гемоглобинурия у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пароксизмальная ночная гемоглобинурия у взрослых.pdf,2026,,[],672399
658,Паротитная инфекция,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Паротитная инфекция.pdf,2025,,[],731946
659,Патологическое влечение к азартным играм,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Патологическое влечение к азартным играм.pdf,2025,,[],1393502
660,Патология плаценты,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Патология плаценты.pdf,2025,,[],658462
661,Паховая грыжа у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Паховая грыжа у детей.pdf,2025,,[],578947
662,Педофилия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Педофилия.pdf,2025,,[],1132635
663,Первичная глаукома,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичная глаукома.pdf,2025,,[],562519
664,Первичная лимфома центральной нервной системы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичная лимфома центральной нервной системы.pdf,2025,,[],678474
665,Первичные иммунодефициты с дефектом системы фагоцитоза,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичные иммунодефициты с дефектом системы фагоцитоза.pdf,2025,,[],556048
666,Первичные иммунодефициты с преимущественным дефектом в системе комплемента,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичные иммунодефициты с преимущественным дефектом в системе комплемента.pdf,2025,,[],528885
667,Первичные иммунодефициты у детей (с преимущественной недостаточностью антител),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичные иммунодефициты у детей (с преимущественной недостаточностью антител).pdf,2025,,[],489229
668,Первичный билиарный холангит. Первичный склерозирующий холангит,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичный билиарный холангит. Первичный склерозирующий холангит.pdf,2025,,[],822563
669,Первичный гиперальдостеронизм,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичный гиперальдостеронизм.pdf,2025,,[],892148
670,Первичный гиперпаратиреоз,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичный гиперпаратиреоз.pdf,2025,,[],483072
671,Первичный миелофиброз у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Первичный миелофиброз у взрослых.pdf,2025,,[],511854
672,Перекрестный (overlap) синдром,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перекрестный (overlap) синдром.pdf,2025,,[],558491
673,Перекручивание яичка,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перекручивание яичка.pdf,2025,,[],604123
697,"Переломы, вывихи ключицы у детей","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы, вывихи ключицы у детей.pdf",2025,,[],776985
674,Перелом грудного и пояснично-крестцового отдела позвоночника без нарушения функций спинного мозга,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом грудного и пояснично-крестцового отдела позвоночника без нарушения функций спинного мозга.pdf,2025,,[],639053
675,Перелом ключицы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом ключицы.pdf,2025,,[],188559
676,Перелом костей предплечья,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом костей предплечья.pdf,2025,,[],193580
677,Перелом костей предплечья у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом костей предплечья у детей.pdf,2025,,[],856205
678,"Перелом ладьевидной кости, костей запястья","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом ладьевидной кости, костей запястья.pdf",2025,,[],338006
679,Перелом лодыжки у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом лодыжки у детей.pdf,2025,,[],775005
680,Перелом надколенника,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом надколенника.pdf,2025,,[],354877
681,Перелом нижней челюсти со смещением отломков,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом нижней челюсти со смещением отломков.pdf,2025,,[],502351
682,Перелом плеча,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом плеча.pdf,2025,,[],763643
683,Перелом пяточной кости,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом пяточной кости.pdf,2025,,[],277779
684,Перелом таранной кости,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перелом таранной кости.pdf,2025,,[],278993
685,Переломы бедра у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы бедра у детей.pdf,2025,,[],758338
686,Переломы бедренной кости,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы бедренной кости.pdf,2025,,[],708068
687,Переломы диафиза плеча у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы диафиза плеча у детей.pdf,2025,,[],777559
688,Переломы костей голени,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы костей голени.pdf,2025,,[],732819
689,"Переломы костей голени, кроме дистального отдела у детей","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы костей голени, кроме дистального отдела у детей.pdf",2025,,[],781959
690,Переломы костей таза у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы костей таза у детей.pdf,2025,,[],1013784
691,Переломы проксимального и дистального конца плеча у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы проксимального и дистального конца плеча у детей.pdf,2025,,[],791190
692,Переломы пястных костей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы пястных костей.pdf,2025,,[],449640
693,"Переломы ребра (ребер), грудины, лопатки у детей","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы ребра (ребер), грудины, лопатки у детей.pdf",2025,,[],656625
694,Переломы стопы и кисти у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы стопы и кисти у детей.pdf,2025,,[],806423
695,Переломы тел позвонков и их последствия у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы тел позвонков и их последствия у детей.pdf,2025,,[],797466
696,Переломы фаланг кисти,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы фаланг кисти.pdf,2025,,[],463286
698,"Переломы, захватывающие несколько областей тела, у детей","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переломы, захватывающие несколько областей тела, у детей.pdf",2025,,[],1763714
699,Переношенная беременность,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Переношенная беременность.pdf,2025,,[],383703
700,Перикардиты,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перикардиты.pdf,2025,,[],701705
701,Перикардиты у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перикардиты у детей.pdf,2025,,[],822678
702,Периодонтит острый,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Периодонтит острый.pdf,2025,,[],297473
703,Периодонтит у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Периодонтит у детей.pdf,2025,,[],381326
704,Периодонтит хронический,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Периодонтит хронический.pdf,2025,,[],309628
705,Перипартальная кардиомиопатия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перипартальная кардиомиопатия.pdf,2025,,[],338792
706,Перитонит,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перитонит.pdf,2025,,[],518418
707,Периферическая хориоретинальная дегенерация,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Периферическая хориоретинальная дегенерация.pdf,2025,,[],274453
708,Персистирующая клоака у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Персистирующая клоака у детей.pdf,2025,,[],386125
709,Перфоративная язва желудка и двенадцатиперстной кишки,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Перфоративная язва желудка и двенадцатиперстной кишки.pdf,2025,,[],585191
710,Пиодермии,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пиодермии.pdf,2025,,[],626784
711,Планирование семьи и современные методы контрацепции,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Планирование семьи и современные методы контрацепции.pdf,2025,,[],1855970
712,Пневмококковая вакцинация у взрослых,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пневмококковая вакцинация у взрослых.pdf,2025,,[],527299
713,Пневмокониоз,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пневмокониоз.pdf,2025,,[],533016
714,Пневмония у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пневмония у детей.pdf,2025,,[],468968
715,Поверхностная травма головы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поверхностная травма головы.pdf,2025,,[],143624
716,Повреждение вращательной манжеты плеча,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Повреждение вращательной манжеты плеча.pdf,2025,,[],813357
717,Повреждение мениска коленного сустава,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Повреждение мениска коленного сустава.pdf,2025,,[],278238
718,Повреждения костей таза,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Повреждения костей таза.pdf,2025,,[],830926
719,Повторная реабилитация. Профиль Кардиология и кардиохирургия (дети),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Повторная реабилитация. Профиль Кардиология и кардиохирургия (дети).pdf,2025,,[],135785
720,Повторная реабилитация. Профиль Неврология и нейрохирургия (дети),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Повторная реабилитация. Профиль Неврология и нейрохирургия (дети).pdf,2025,,[],548087
721,Пограничные и злокачественные опухоли кости,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пограничные и злокачественные опухоли кости.pdf,2025,,[],483548
722,Подагрический артрит,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Подагрический артрит.pdf,2025,,[],1565878
723,Подготовка донора к мультиорганному забору органов иили тканей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Подготовка донора к мультиорганному забору органов иили тканей.pdf,2025,,[],802033
724,Поддерживающая реабилитация. Профиль Кардиология и кардиохирургия (дети),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поддерживающая реабилитация. Профиль Кардиология и кардиохирургия (дети).pdf,2025,,[],148126
725,Поддерживающая реабилитация. Профиль Неврология и нейрохирургия (дети),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поддерживающая реабилитация. Профиль Неврология и нейрохирургия (дети).pdf,2025,,[],547719
726,Подтаранный артроэрез,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Подтаранный артроэрез.pdf,2025,,[],622728
727,Позвоночно-спинномозговая травма и ее последствия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Позвоночно-спинномозговая травма и ее последствия.pdf,2025,,[],511641
728,Поздний сифилис,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поздний сифилис.pdf,2025,,[],469688
729,"Позитронно-эмиссионная томография, совмещенная с магнитно-резонансной томографией","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Позитронно-эмиссионная томография, совмещенная с магнитно-резонансной томографией.pdf",2025,,[],603641
730,Полидактилия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Полидактилия.pdf,2025,,[],866376
731,Полип голосовой складки и гортани,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Полип голосовой складки и гортани.pdf,2025,,[],650802
732,Полип эндометрия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Полип эндометрия.pdf,2025,,[],286906
733,Политравма,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Политравма.pdf,2025,,[],1012067
734,Полицитемия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Полицитемия.pdf,2025,,[],598279
735,Полноэкзомное секвенирование ДНК человека с использованием NGS технологий,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Полноэкзомное секвенирование ДНК человека с использованием NGS технологий.pdf,2025,,[],279769
736,"Поражение верхних дыхательных путей, вызванное воздействием химических веществ","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поражение верхних дыхательных путей, вызванное воздействием химических веществ.pdf",2025,,[],624625
737,Поражение лицевого нерва (Невропатия лицевого нерва),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поражение лицевого нерва (Невропатия лицевого нерва).pdf,2025,,[],284357
738,Поражение надколенника,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поражение надколенника.pdf,2025,,[],185152
739,Поражение надколенника (педиатрия),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поражение надколенника (педиатрия).pdf,2025,,[],148883
740,Поражение нервных корешков и сплетений,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поражение нервных корешков и сплетений.pdf,2025,,[],406796
741,Поражение уха и сосцевидного отростка после оперативного лечения на среднем ухе,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Поражение уха и сосцевидного отростка после оперативного лечения на среднем ухе.pdf,2025,,[],429106
742,Пороки развития диафрагмы у новорожденных,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пороки развития диафрагмы у новорожденных.pdf,2025,,[],298822
743,Пороки развития пищевода у новорожденных,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пороки развития пищевода у новорожденных.pdf,2025,,[],190828
744,Портальная гипертензия у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Портальная гипертензия у детей.pdf,2025,,[],423649
745,Последствие термических и химических ожогов и отморожений у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Последствие термических и химических ожогов и отморожений у детей.pdf,2025,,[],166958
746,Последствия инфаркта мозга,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Последствия инфаркта мозга.pdf,2025,,[],400736
747,Последствия рахита,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Последствия рахита.pdf,2025,,[],155866
748,"Последствия термических и химических ожогов, отморожений, ран","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Последствия термических и химических ожогов, отморожений, ран.pdf",2025,,[],214331
749,Последствия травм верхней и нижней конечности у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Последствия травм верхней и нижней конечности у детей.pdf,2025,,[],1057483
750,Послеожоговые рубцовые стриктуры пищевода,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Послеожоговые рубцовые стриктуры пищевода.pdf,2025,,[],527625
751,Послеродовый выворот матки,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Послеродовый выворот матки.pdf,2025,,[],1198880
752,Послеродовый эндометрит,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Послеродовый эндометрит.pdf,2025,,[],494902
753,Потеря зубов вследствие травмы у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Потеря зубов вследствие травмы у детей.pdf,2025,,[],386344
754,Почечно-клеточный рак,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Почечно-клеточный рак.pdf,2025,,[],985650
755,Превентивное лечение сифилиса,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Превентивное лечение сифилиса.pdf,2025,,[],227280
756,Прегравидарная подготовка,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Прегравидарная подготовка.pdf,2025,,[],1414722
757,Предиабет,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Предиабет.pdf,2025,,[],708990
758,Преждевременная отслойка нормально расположенной плаценты,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Преждевременная отслойка нормально расположенной плаценты.pdf,2025,,[],468134
759,Преждевременное половое развитие,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Преждевременное половое развитие.pdf,2025,,[],144172
760,Преждевременные роды,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Преждевременные роды.pdf,2025,,[],696128
761,Преждевременный разрыв плодных оболочек. Дородовое излитие околоплодных вод,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Преждевременный разрыв плодных оболочек. Дородовое излитие околоплодных вод.pdf,2025,,[],932379
762,"Привычный вывих плечевого сустава, повреждение банкарта плечевого сустава, нестабильность плечевого сустава","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Привычный вывих плечевого сустава, повреждение банкарта плечевого сустава, нестабильность плечевого сустава.pdf",2025,,[],226617
837,Реакция на стресс,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Реакция на стресс.pdf,2025,,[],330302
763,Применение монооксида азота для лечения легочной гипертензии,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Применение монооксида азота для лечения легочной гипертензии.pdf,2025,,[],317501
764,Приобретенная афазия с эпилепсией (Синдром Ландау-Клеффнера),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Приобретенная афазия с эпилепсией (Синдром Ландау-Клеффнера).pdf,2025,,[],945801
765,Приобретенная деформация носа,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Приобретенная деформация носа.pdf,2025,,[],593085
766,Приобретенные деформации пальцев рук и ног (педиатрия),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Приобретенные деформации пальцев рук и ног (педиатрия).pdf,2025,,[],157185
767,Приобретенные деформации ушной раковины после травмы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Приобретенные деформации ушной раковины после травмы.pdf,2025,,[],710844
768,Программа донорства ооцитовспермыэмбрионов,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Программа донорства ооцитовспермыэмбрионов.pdf,2025,,[],361681
769,Прогрессирующая мышечная дистрофия ДюшеннаБеккера,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Прогрессирующая мышечная дистрофия ДюшеннаБеккера.pdf,2025,,[],699593
770,Прогрессирующая сосудистая лейкоэнцефалопатия. Болезнь Бинсвангера,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Прогрессирующая сосудистая лейкоэнцефалопатия. Болезнь Бинсвангера.pdf,2025,,[],226408
771,Пролактинома,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пролактинома.pdf,2025,,[],333339
772,Пролапс митрального клапана у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пролапс митрального клапана у детей.pdf,2025,,[],202139
773,Пролежни,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Пролежни.pdf,2025,,[],414515
774,Протонная терапия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Протонная терапия.pdf,2025,,[],705506
775,Профессиональная нейросенсорная тугоухость,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Профессиональная нейросенсорная тугоухость.pdf,2025,,[],492694
776,Псевдоартроз,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Псевдоартроз.pdf,2025,,[],184551
777,Псевдотуберкулез,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Псевдотуберкулез.pdf,2025,,[],888206
778,"Психиатрическое обследование по запросу учреждения (а также по самообращению, заявлению родственников или иных лиц)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психиатрическое обследование по запросу учреждения (а также по самообращению, заявлению родственников или иных лиц).pdf",2025,,[],118629
779,Психические и поведенческие расстройства вызванные употреблением каннабиноидов у несовершеннолетних (7-18 лет),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства вызванные употреблением каннабиноидов у несовершеннолетних (7-18 лет).pdf,2025,,[],706900
780,"Психические и поведенческие расстройства, алкоголя у несовершеннолетних (7-18 лет)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, алкоголя у несовершеннолетних (7-18 лет).pdf",2025,,[],666421
781,"Психические и поведенческие расстройства, вызванные употреблением алкоголя (для взрослых)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением алкоголя (для взрослых).pdf",2025,,[],542644
838,Реанимация недоношенных детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Реанимация недоношенных детей.pdf,2025,,[],861222
782,"Психические и поведенческие расстройства, вызванные употреблением алкоголя у несовершеннолетних (7-18 лет)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением алкоголя у несовершеннолетних (7-18 лет).pdf",2025,,[],323615
783,"Психические и поведенческие расстройства, вызванные употреблением галлюциногенов у несовершеннолетних (7-18 лет)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением галлюциногенов у несовершеннолетних (7-18 лет).pdf",2025,,[],889923
784,"Психические и поведенческие расстройства, вызванные употреблением каннабиноидов","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением каннабиноидов.pdf",2025,,[],395961
785,"Психические и поведенческие расстройства, вызванные употреблением летучих растворителей (для взрослых)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением летучих растворителей (для взрослых).pdf",2025,,[],388116
786,"Психические и поведенческие расстройства, вызванные употреблением летучих растворителей у несовершеннолетних (7-18 лет)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением летучих растворителей у несовершеннолетних (7-18 лет).pdf",2025,,[],438905
787,"Психические и поведенческие расстройства, вызванные употреблением опиоидов","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением опиоидов.pdf",2025,,[],547032
788,"Психические и поведенческие расстройства, вызванные употреблением опиоидов у несовершеннолетних (7-18 лет)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением опиоидов у несовершеннолетних (7-18 лет).pdf",2025,,[],489478
789,"Психические и поведенческие расстройства, вызванные употреблением опиоидов, поддерживающая заместительная терапия агонистами опиатов","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением опиоидов, поддерживающая заместительная терапия агонистами опиатов.pdf",2025,,[],418217
790,"Психические и поведенческие расстройства, вызванные употреблением седативных и снотворных средств (для взрослых)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением седативных и снотворных средств (для взрослых).pdf",2025,,[],606248
791,"Психические и поведенческие расстройства, вызванные употреблением седативных и снотворных средств у несовершеннолетних (7-18 лет)","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Психические и поведенческие расстройства, вызванные употреблением седативных и снотворных средств у несовершеннолетних (7-18 лет).pdf",2025,,[],762296
